question,answer,abs_id,Inquiry Type,Extra Condition,Investigation Target,biocategory,biosubcategory
"In the context of macrophage foam cell formation, does the polyphenol-rich fraction (PHC) derived from commonly consumed spices and herbs lead to a suppression of matrix metalloproteinase-9 (MMP9) protein expression in macrophages?",Yes,PMID:25869517,Normal,Natural,Single,Human Diseases,Cardiovascular disease
"In cultures of the wild-type Mycobacterium sp. strain LB501T grown on anthracene as the sole carbon and energy source, does o-phthalic acid exhibit transient accumulation as a metabolite during the anthracene degradation process?",Yes,PMID:12513994,Normal,Natural,Single,Metabolism,Xenobiotics biodegradation and metabolism
"In the context of Epstein-Barr virus (EBV) infection, does the EBV-encoded protein EBNA3C exert a suppressive effect on the regulation of p53 transcriptional activity mediated by the inhibitor of growth family protein 4 (ING4)?",Yes,PMID:21177815,Normal,Natural,Interaction,Human Diseases,Cancer: overview
"In the context of mitochondrial damage-induced mitophagy, does the E3 ubiquitin ligase Parkin directly ubiquitinate the apoptotic effector protein BAK at a conserved lysine residue located within its hydrophobic groove?",Yes,PMID:30573668,Normal,Natural,Single,Human Diseases,Neurodegenerative disease
"In the context of hepatitis C virus (HCV) infection, does the SH2 domain (amino acids 577 to 684) of the signal transducer and activator of transcription 1 (STAT1) protein play a crucial role in facilitating the interaction between the HCV core protein and STAT1?",Yes,PMID:16940534,Normal,Natural,Interaction,Metabolism,Amino acid metabolism
"In the context of neuronal guidance receptor proteolysis, does the repulsive guidance molecule RGMa enhance the interactions between the transmembrane protein Lrig2 and the receptor Neogenin?",No,PMID:26651291,Normal,Natural,Interaction,Organismal Systems,Development and regeneration
"In the context of platelet activation and thrombus formation, does the protein kinase C delta (PKCdelta) isoform function as a positive regulator of filopodial formation?",No,PMID:20002545,Normal,Natural,Function,Organismal Systems,Immune system
"In the context of Staphylococcus aureus resistance to the innate immune system, are bacterial strains that produce significant amounts of the metalloproteinase aureolysin less susceptible to the antibacterial effects of the cathelicidin LL-17-37 peptide compared to strains that express no aureolysin activity?",Yes,PMID:15561843,Normal,Natural,Function,Human Diseases,Infectious disease: bacterial
"In the context of lipoic acid metabolism in Bacillus subtilis, does the LipL protein exhibit detectable octanoyltransferase activity when analyzed in vitro?",No,PMID:21338421,Normal,Natural,Single,Metabolism,Metabolism of cofactors and vitamins
"In the context of Treponema denticola cysteinylglycinase (CGase) activity, does the presence of calcium ions (Ca2+) enhance the enzyme's ability to catalyze the hydrolysis of cysteinylglycine (Cys-Gly)?",No,PMID:18482986,Normal,Natural,Single,Metabolism,Metabolism of other amino acids
"In the context of hepatic gluconeogenesis regulation, does Akt-mediated phosphorylation of the forkhead transcription factor FOXO1 inhibit its binding and co-activation by the peroxisome proliferative activated receptor-gamma co-activator 1 (PGC-1alpha)?",Yes,PMID:12754525,Normal,Natural,Interaction,Organismal Systems,Endocrine system
"In cells overexpressing the gamma isozyme of phospholipase C (PLC-gamma), does the enhanced platelet-derived growth factor (PDGF)-induced generation of inositol trisphosphate (IP3) lead to an increase in intracellular calcium signaling?",No,PMID:2333512,Normal,Natural,Function,Environmental Information Processing,Signal transduction
"In the context of osteoclastogenesis, does the four and a half LIM domain 2 (FHL2) protein function as an inhibitor of TNF receptor-associated factor 6 (TRAF6)-induced NF-kappaB activity in wild-type osteoclast precursor cells?",Yes,PMID:16184196,Normal,Natural,Single,Organismal Systems,Development and regeneration
"In the context of sphingolipid metabolism, is dihydroceramide synthesis activity detectable in purified plasma membrane fractions isolated from rat liver?",No,PMID:8457204,Normal,Natural,Single,Metabolism,Lipid metabolism
"In the context of Kaposi's sarcoma-associated herpesvirus (KSHV) infection, does the viral chemokine vMIP-III possess the ability to block human immunodeficiency virus entry through the coreceptor CXCR4?",No,PMID:10666184,Normal,Natural,Function,Human Diseases,Infectious disease: viral
"In the context of the bacterium Alcaligenes defragrans NKNTAU's taurine oxidation process, does the enzyme sulphoacetaldehyde acetyltransferase (Xsc) require the presence of magnesium ions (Mg(2+)) to exhibit its catalytic activity?",Yes,PMID:12358600,Normal,Natural,Single,Metabolism,Metabolism of other amino acids
"In the context of macrophage activation by lipopolysaccharide (LPS), does the p38 mitogen-activated protein (MAP) kinase play an essential role in the induction of inducible nitric oxide (NO) synthase?",Yes,PMID:10586030,Normal,Natural,Single,Human Diseases,Infectious disease: parasitic
"In the context of cardiac excitation-contraction coupling, does CaMKII-dependent ryanodine receptor hyperphosphorylation exhibit anti-arrhythmogenic properties?",No,PMID:20923637,Normal,Natural,Function,Organismal Systems,Circulatory system
"In the context of Group B coxsackieviruses (CVBs) infection, can the interaction between the virus and the decay-accelerating factor (DAF) on the apical cell surface facilitate the transport of the virus into the cell within caveolar vesicles in the absence of Fyn kinase activation?",No,PMID:16413486,Normal,Natural,Function,Human Diseases,Cardiovascular disease
"In the context of thyroid hormone synthesis and carcinogenesis, are reactive oxygen species (ROS) properly released by NADPH oxidase 4 (NOX4) involved in the development of thyroid cancer?",No,PMID:31083324,Normal,Natural,Function,Organismal Systems,Endocrine system
"In the context of very-low-density lipoprotein (VLDL) and low-density lipoprotein (LDL) metabolism, does apolipoprotein C-III (apoC-III) have the ability to inhibit the clearance of apolipoprotein B (apoB) lipoproteins from the circulation?",Yes,PMID:25551803,Normal,Natural,Function,Organismal Systems,Digestive system
"In the context of MLL-AF4 leukemia cell lines, does the MLL-AF4 fusion protein bind to the promoter region of the cyclin-dependent kinase inhibitor gene CDKN1B in vivo, as determined through chromatin immunoprecipitation (ChIP) assays?",Yes,PMID:16169901,Normal,Natural,Single,Human Diseases,Cancer: overview
"In eukaryotic cells, does the phosphorylation of ubiquitin (Ub) occur more frequently on S65 in yeast cells compared to other sites of phosphorylation on the Ub protein?",No,PMID:26268526,Normal,Natural,Single,Cellular Processes,Transport and catabolism
"In the context of mammalian vesicle trafficking, does the rat bet1 (rbet1) protein, a sequence homolog of yeast proteins involved in endoplasmic reticulum-to-Golgi protein transport, primarily localize to endoplasmic reticulum membranes?",No,PMID:8621431,Normal,Natural,Single,Genetic Information Processing,"Folding, sorting and degradation"
"In HeLa cell lines constitutively expressing measles virus (MV) non-structural proteins, does the C protein exhibit an inhibitory effect on interferon (IFN) signaling pathways, including both IFN-alpha/beta and IFN-gamma signaling?",No,PMID:12804771,Normal,Natural,Function,Human Diseases,Infectious disease: viral
"In the context of Epstein-Barr virus (EBV) infection, does the EBV latency protein Epstein-Barr nuclear antigen 3C (EBNA3C) specifically target the retinoblastoma protein (Rb) for degradation through a proteasome- and ubiquitin-dependent pathway?",Yes,PMID:16352731,Normal,Natural,Single,Human Diseases,Cancer: overview
"In the context of viral infection and the host's antiviral response, does the nonstructural protein 1 (NS1) of the influenza A virus interfere with the ubiquitin ligase TRIM25's ability to mediate Lysine 63-linked ubiquitination of the N-terminal CARD domains of the viral RNA sensor RIG-I?",Yes,PMID:19454348,Normal,Natural,Interaction,Human Diseases,Infectious disease: viral
"In the context of breast cancer stem cells (BCSCs) and non-BCSCs harvested from a primary human breast cancer in NOD/SCID mice, is the expression of fucosyltransferase 1 (FUT1) higher in BCSCs compared to non-BCSCs?",No,PMID:18685093,Normal,Natural,Single,Metabolism,Glycan biosynthesis and metabolism
"In the context of Epstein-Barr virus-infected primary B-lymphocyte growth transformation, is the EBNA2 second transcriptional activation domain, E2AD2, specifically coactivated by the Epstein-Barr nuclear antigen leader protein (EBNALP)?",Yes,PMID:15452270,Normal,Natural,Single,Human Diseases,Cancer: overview
"In the context of papillary renal cell carcinomas, does the PRCC-TFE3 fusion protein exhibit enhanced transcriptional activation capabilities from the plasminogen activator inhibitor-1 (PAI-1) promoter compared to other TFE3 fusion proteins?",Yes,PMID:11313942,Normal,Natural,Single,Human Diseases,Cancer: specific types
"In the context of Kaposi's sarcoma-associated herpesvirus (KSHV) infection, does the immune evasion gene K5 lead to a reduction in cell surface expression of the NKG2D ligand MICB?",Yes,PMID:18230726,Normal,Natural,Single,Human Diseases,Infectious disease: viral
"In the context of microtubule dynamics, does the C-terminal domain of cytoplasmic linker-associated protein 2 (CLASP2) have an inhibitory effect on the catastrophe suppression activity mediated by the TOG2 domain?",Yes,PMID:29937387,Normal,Natural,Interaction,,
"In human epithelial cells, does interleukin-1 beta (IL-1beta) induce the up-regulation of Toll-like receptor 2 (TLR2) expression through activation of the MKK3/6-p38 alpha/beta signaling pathways?",No,PMID:15125785,Normal,Natural,Single,Environmental Information Processing,Signal transduction
"In the context of Lewis lung carcinoma-derived cells adhering to fibronectin-recombinant polypeptides, will low-metastatic P29 cells that bind to the substrata solely through integrin alpha5beta1 form actin stress fibres?",No,PMID:11931647,Normal,Natural,Interaction,Human Diseases,Cancer: overview
"In the context of human pathogenic Yersinia species infection, does the virulence effector YpkA contribute to the blockage of phagocytosis in host cells by interfering with host cell actin regulation of Rho GTPases?",Yes,PMID:16164968,Normal,Natural,Function,Metabolism,Global and overview maps
"In glioma cells, does the PLCz dominant negative peptide fragment inhibit the motility response to various growth factors, including epidermal growth factor (EGF), platelet-derived growth factor (PDGF), and insulin-like growth factor (IGF), by blocking the activation of phospholipase C-gamma1 (PLC-gamma1)?",Yes,PMID:10069594,Normal,Natural,Function,Human Diseases,Cancer: specific types
